284	966	934	24.12.2021	-2,63
285	42	124	24.12.2021	4,42
286	694	208	24.12.2021	-0,47
287	372	756	24.12.2021	-3,42
288	775	946	24.12.2021	-3,6
289	585	156	24.12.2021	-0,77
290	711	960	24.12.2021	-4,22
291	166	826	24.12.2021	1,93
292	645	124	24.12.2021	2,06
293	43	826	24.12.2021	0,13
294	614	208	24.12.2021	1,37
295	755	156	24.12.2021	-4,62
296	683	156	24.12.2021	-0,31
297	237	978	24.12.2021	0,07
298	7	978	24.12.2021	3,3
299	381	985	24.12.2021	3,86
300	532	946	24.12.2021	-1,47
301	480	946	24.12.2021	-1,29
302	481	946	24.12.2021	0,44
303	416	960	24.12.2021	-0,84
304	839	985	24.12.2021	2,05
305	735	978	24.12.2021	-1,57
306	567	36	24.12.2021	-4,61
307	463	975	24.12.2021	2,44
308	951	985	24.12.2021	-0,5
309	348	944	24.12.2021	3,13
310	967	944	24.12.2021	2,58
311	73	978	24.12.2021	-0,99
312	398	208	24.12.2021	1,25
313	42	840	24.12.2021	-4,51
314	167	840	24.12.2021	-3,06
315	732	36	24.12.2021	3,86
316	310	960	24.12.2021	-0,97
317	942	36	24.12.2021	0,76
318	701	840	24.12.2021	2,12
319	281	944	24.12.2021	-1,35
320	2	934	24.12.2021	4,7
321	563	124	24.12.2021	4,5
322	486	36	24.12.2021	1,2
323	200	826	24.12.2021	1,45
324	523	934	24.12.2021	-4,99
325	768	934	24.12.2021	2,07
326	704	933	24.12.2021	3,32
327	780	156	24.12.2021	2,03
328	195	960	24.12.2021	4,23
329	532	985	24.12.2021	-3,79
330	627	978	24.12.2021	4,99
331	606	124	24.12.2021	-1,89
332	283	960	24.12.2021	-3,06
333	189	934	24.12.2021	-1,31
334	330	208	24.12.2021	0,76
335	138	756	24.12.2021	4,19
336	220	208	24.12.2021	-3,34
337	555	985	24.12.2021	-0,68
338	158	702	24.12.2021	-1,2
339	417	756	24.12.2021	1,05
340	521	934	24.12.2021	1,51
341	348	975	24.12.2021	3,32
342	300	756	24.12.2021	-0,42
343	248	986	24.12.2021	-2,18
344	42	156	24.12.2021	-3,59
345	51	124	24.12.2021	3,67
346	675	933	24.12.2021	-0,78
347	830	975	24.12.2021	0,17
348	217	840	24.12.2021	-3,59
349	813	826	24.12.2021	-3,19
350	905	933	24.12.2021	-4,56
351	870	36	24.12.2021	-4,74
352	319	826	24.12.2021	0,64
353	597	944	24.12.2021	-3,08
354	450	124	24.12.2021	-4,65
355	121	934	24.12.2021	-2,76
356	988	944	24.12.2021	-0,66
357	414	975	24.12.2021	-1,34
358	671	208	24.12.2021	-0,46
359	775	975	24.12.2021	-3,91
360	105	944	24.12.2021	2,04
361	388	826	24.12.2021	3,13
362	543	702	24.12.2021	1,84
363	851	124	24.12.2021	1,55
364	670	975	24.12.2021	0,07
365	803	934	24.12.2021	0,19
366	599	978	24.12.2021	-3,79
367	994	985	24.12.2021	-1,5
368	902	826	24.12.2021	0,45
369	25	756	24.12.2021	-2,21
370	66	756	24.12.2021	4,38
371	667	975	24.12.2021	3,77
372	79	208	24.12.2021	0,75
373	81	36	24.12.2021	0,97
374	374	826	24.12.2021	3,75
375	797	944	24.12.2021	0,19
376	162	702	24.12.2021	3,89
377	506	986	24.12.2021	-0,01
378	118	933	24.12.2021	0,01
379	441	156	24.12.2021	-1,69
380	445	934	24.12.2021	-1,18
381	693	946	24.12.2021	-1,74
382	987	934	24.12.2021	-3,62
383	888	978	24.12.2021	-1,6
384	764	124	24.12.2021	-2,02
385	456	840	24.12.2021	1,6
386	978	944	24.12.2021	-0,02
387	450	975	24.12.2021	-3,22
388	189	946	24.12.2021	-0,09
389	402	826	24.12.2021	-2,85
390	188	702	24.12.2021	2,5
391	157	702	24.12.2021	0,49
392	811	36	24.12.2021	0,78
393	982	156	24.12.2021	1,31
394	52	944	24.12.2021	3,93
395	626	946	24.12.2021	1,92
396	347	156	24.12.2021	-2,04
397	452	985	24.12.2021	-0,9
398	777	944	24.12.2021	-4,25
399	229	208	24.12.2021	2,91
400	996	944	24.12.2021	-0,9
401	72	36	24.12.2021	-1,29
402	226	986	24.12.2021	4,1
403	285	960	24.12.2021	-2,21
404	590	934	24.12.2021	-3,31
405	421	933	24.12.2021	0,92
406	321	933	24.12.2021	-3,03
407	258	933	24.12.2021	-0,83
408	686	944	24.12.2021	3,12
409	786	944	24.12.2021	4,23
410	507	702	24.12.2021	-1,59
411	811	975	24.12.2021	2,3
412	906	978	24.12.2021	1,7
413	943	124	24.12.2021	-2,87
414	123	985	24.12.2021	-0,34
415	72	960	24.12.2021	1
416	644	946	24.12.2021	-1,58
417	696	933	24.12.2021	4,05
418	848	826	24.12.2021	2,49
419	612	208	24.12.2021	-4,29
420	52	702	24.12.2021	-0,44
421	711	756	24.12.2021	-0,07
422	101	933	24.12.2021	1,87
423	770	840	24.12.2021	4,42
424	182	156	24.12.2021	-4,06
425	138	978	24.12.2021	0,78
426	774	840	24.12.2021	-0,22
427	149	975	24.12.2021	4,39
428	194	124	24.12.2021	2,71
429	826	975	24.12.2021	2,02
430	149	702	24.12.2021	3,27
431	22	960	24.12.2021	-4,84
432	382	36	24.12.2021	-3,94
433	753	986	24.12.2021	2,27
434	793	840	24.12.2021	0,17
435	573	946	24.12.2021	1,2
436	377	156	24.12.2021	2,15
437	300	826	24.12.2021	1,15
438	801	36	24.12.2021	-0,74
439	281	702	24.12.2021	4,46
440	193	156	24.12.2021	1,75
441	215	156	24.12.2021	-2,72
442	800	124	24.12.2021	4,07
443	808	978	24.12.2021	0,84
444	410	986	24.12.2021	1,17
445	549	826	24.12.2021	1,46
446	74	944	24.12.2021	-3,14
447	908	702	24.12.2021	2,27
448	131	944	24.12.2021	0,58
449	507	756	24.12.2021	4,39
450	355	946	24.12.2021	0,73
451	103	978	24.12.2021	3,61
452	761	702	24.12.2021	-1,78
453	398	124	24.12.2021	3,18
454	828	756	24.12.2021	-3,04
455	31	156	24.12.2021	-1,33
456	466	944	24.12.2021	-4,96
457	915	756	24.12.2021	1,22
458	83	960	24.12.2021	-0,91
459	53	944	24.12.2021	-2,14
460	521	756	24.12.2021	-4,46
461	792	702	24.12.2021	1,66
462	29	934	24.12.2021	-1,2
463	410	208	24.12.2021	0,61
464	523	36	24.12.2021	0,41
465	719	124	24.12.2021	-3,46
466	331	933	24.12.2021	-1,83
467	772	702	24.12.2021	4,22
468	454	826	24.12.2021	-3,82
469	763	944	24.12.2021	3,5
470	731	208	24.12.2021	1,12
471	552	208	24.12.2021	4,16
472	45	975	24.12.2021	-0,42
473	473	978	24.12.2021	-3,19
474	140	985	24.12.2021	-0,31
475	445	840	24.12.2021	3,54
476	565	208	24.12.2021	1,13
477	51	826	24.12.2021	2,9
478	359	960	24.12.2021	-4,55
479	972	933	24.12.2021	4,3
480	729	36	24.12.2021	-1,61
481	703	36	24.12.2021	-1,64
482	189	156	24.12.2021	-0,58
483	271	960	24.12.2021	1,36
484	218	960	24.12.2021	-4,59
485	894	944	24.12.2021	4,76
486	721	702	24.12.2021	-1,72
487	711	978	24.12.2021	-1,72
488	292	124	24.12.2021	-3,55
489	493	156	24.12.2021	3,51
490	999	944	24.12.2021	4,14
491	670	156	24.12.2021	-0,24
492	83	975	24.12.2021	2,16
493	199	756	24.12.2021	-3,71
494	1000	986	24.12.2021	-1,36
495	595	208	24.12.2021	1,39
496	325	840	24.12.2021	-4,93
497	771	208	24.12.2021	2,38
498	372	124	24.12.2021	2,37
499	99	702	24.12.2021	-3,6
500	314	960	24.12.2021	1,57
501	567	986	24.12.2021	-1,61
502	124	756	24.12.2021	1,95
503	294	208	24.12.2021	-2,81
504	960	36	24.12.2021	-2,18
505	497	975	24.12.2021	4,22
506	918	946	24.12.2021	2,81
507	761	978	24.12.2021	4,65
508	993	975	24.12.2021	-2,98
509	92	840	24.12.2021	-4,72
510	665	702	24.12.2021	-4,33
511	111	36	24.12.2021	1,91
512	484	944	24.12.2021	-4,3
513	486	944	24.12.2021	-1,68
514	968	933	24.12.2021	-3,14
515	14	933	24.12.2021	-3,81
516	815	702	24.12.2021	-2,39
517	239	702	24.12.2021	-0,67
518	233	156	24.12.2021	4,66
519	809	944	24.12.2021	1,59
520	301	986	24.12.2021	3,4
521	238	960	24.12.2021	-3,89
522	316	960	24.12.2021	-2,11
523	403	208	24.12.2021	-4,87
524	643	702	24.12.2021	-1,69
525	360	975	24.12.2021	3,41
526	680	702	24.12.2021	-2,05
527	801	756	24.12.2021	-3,12
528	771	975	24.12.2021	0,88
529	261	975	24.12.2021	-3,89
530	468	156	24.12.2021	-3,31
531	580	702	24.12.2021	2,08
532	756	986	24.12.2021	2,66
533	147	978	24.12.2021	1,11
534	835	975	24.12.2021	-1,86
535	616	124	24.12.2021	2,45
536	572	978	24.12.2021	-1,9
537	430	156	24.12.2021	-2,35
538	881	208	24.12.2021	-4,31
539	805	156	24.12.2021	2,14
540	722	933	24.12.2021	-0,88
541	501	208	24.12.2021	1,68
542	564	826	24.12.2021	-1
543	793	124	24.12.2021	1,91
544	554	702	24.12.2021	-0,25
545	962	36	24.12.2021	4,36
546	16	985	24.12.2021	0,12
547	894	756	24.12.2021	0,38
548	676	208	24.12.2021	-1,85
549	501	156	24.12.2021	1,64
550	372	944	24.12.2021	-1,48
551	257	946	24.12.2021	4,11
552	527	840	24.12.2021	1,3
553	358	978	24.12.2021	-2,21
554	80	156	24.12.2021	-2,01
555	415	840	24.12.2021	0,88
556	804	978	24.12.2021	-3,54
557	362	960	24.12.2021	-0,02
558	817	702	24.12.2021	0,39
559	387	934	24.12.2021	-1,84
560	424	944	24.12.2021	0,26
561	813	826	24.12.2021	0,13
562	636	975	24.12.2021	-3,69
563	975	208	24.12.2021	-1,49
564	165	840	24.12.2021	0,47
565	123	960	24.12.2021	0,46
566	796	946	24.12.2021	3,35
567	804	124	24.12.2021	1,72
568	592	934	24.12.2021	-0,82
569	50	156	24.12.2021	0,82
570	809	208	24.12.2021	-4,33
571	878	934	24.12.2021	-3,03
572	108	946	24.12.2021	3,86
573	276	960	24.12.2021	-4,38
574	627	934	24.12.2021	-1,06
575	592	840	24.12.2021	-1,79
576	359	36	24.12.2021	2,37
577	160	756	24.12.2021	-1,36
578	966	960	24.12.2021	3,13
579	25	933	24.12.2021	1,08
580	775	960	24.12.2021	-3,23
581	854	946	24.12.2021	0,64
582	509	756	24.12.2021	1,73
583	610	933	24.12.2021	-4,17
584	260	975	24.12.2021	0,28
585	773	934	24.12.2021	2,96
586	269	840	24.12.2021	0,44
587	491	944	24.12.2021	0,69
588	342	960	24.12.2021	4,43
589	782	986	24.12.2021	4,37
590	821	944	24.12.2021	4,34
591	535	946	24.12.2021	-1,64
592	964	944	24.12.2021	-0,8
593	995	986	24.12.2021	0,51
594	836	756	24.12.2021	0,61
595	37	933	24.12.2021	-2,44
596	271	985	24.12.2021	0,67
597	404	978	24.12.2021	-4,17
598	928	978	24.12.2021	3,12
599	780	934	24.12.2021	-1,75
600	943	978	24.12.2021	4,7
601	670	826	24.12.2021	-1,19
602	766	985	24.12.2021	-4,74
603	209	944	24.12.2021	-1,21
604	355	946	24.12.2021	2,46
605	892	826	24.12.2021	-4,75
606	981	36	24.12.2021	3,91
607	207	986	24.12.2021	0,57
608	146	960	24.12.2021	-1,49
609	188	978	24.12.2021	-1,48
610	273	826	24.12.2021	-1,44
611	174	208	24.12.2021	-3,22
612	907	986	24.12.2021	0,87
613	210	36	24.12.2021	0,45
614	427	702	24.12.2021	-1,74
615	775	124	24.12.2021	-1,37
616	188	975	24.12.2021	1,63
617	116	934	24.12.2021	-0,82
618	791	975	24.12.2021	3,31
619	708	840	24.12.2021	2,09
620	527	975	24.12.2021	-2,69
621	740	826	24.12.2021	3,62
622	211	36	24.12.2021	2,75
623	187	985	24.12.2021	-2,9
624	331	756	24.12.2021	0,97
625	550	826	24.12.2021	0,89
626	961	36	24.12.2021	2,2
627	735	826	24.12.2021	-3,86
628	427	756	24.12.2021	-1,26
629	838	975	24.12.2021	0,15
630	449	975	24.12.2021	-1,29
631	390	975	24.12.2021	2,66
632	263	840	24.12.2021	4,57
633	680	36	24.12.2021	-2,3
634	535	702	24.12.2021	4,45
635	786	934	24.12.2021	-3,45
636	645	826	24.12.2021	-4,77
637	164	978	24.12.2021	-2,23
638	576	702	24.12.2021	-2,47
639	960	946	24.12.2021	-3,3
640	615	986	24.12.2021	1,46
641	162	156	24.12.2021	4,87
642	919	840	24.12.2021	4,92
643	673	124	24.12.2021	2,07
644	942	208	24.12.2021	2,21
645	285	840	24.12.2021	0,49
646	141	986	24.12.2021	4
647	78	975	24.12.2021	-4,47
648	424	986	24.12.2021	3,94
649	460	756	24.12.2021	-4,12
650	805	124	24.12.2021	-0,83
651	412	702	24.12.2021	-4,21
652	808	986	24.12.2021	-4,1
653	48	756	24.12.2021	-4,95
654	365	960	24.12.2021	3,41
655	567	960	24.12.2021	-3,25
656	575	208	24.12.2021	1,56
657	411	208	24.12.2021	-1,49
658	936	124	24.12.2021	-2,94
659	524	208	24.12.2021	2,05
660	723	156	24.12.2021	-2,85
661	761	156	24.12.2021	1,07
662	321	960	24.12.2021	-2,89
663	886	978	24.12.2021	4,41
664	470	960	24.12.2021	3,31
665	835	944	24.12.2021	0,38
666	603	960	24.12.2021	1,26
667	863	986	24.12.2021	0,23
668	149	960	24.12.2021	-4,37
669	227	756	24.12.2021	-4,12
670	610	946	24.12.2021	-0,19
671	806	826	24.12.2021	4,72
672	379	156	24.12.2021	-3,87
673	7	985	24.12.2021	-0,3
674	704	156	24.12.2021	1,17
675	323	944	24.12.2021	4,59
676	165	933	24.12.2021	4,53
677	714	944	24.12.2021	3,85
678	877	986	24.12.2021	-0,27
679	187	933	24.12.2021	1,82
680	716	978	24.12.2021	-2,4
681	49	975	24.12.2021	-2,43
682	643	978	24.12.2021	2,41
683	932	986	24.12.2021	4,82
684	9	702	24.12.2021	3,05
685	343	756	24.12.2021	2,93
686	647	975	24.12.2021	-3,22
687	893	986	24.12.2021	-0,1
688	744	985	24.12.2021	-2,2
689	142	975	24.12.2021	2,52
690	496	756	24.12.2021	2,34
691	645	944	24.12.2021	3,92
692	124	208	24.12.2021	-3,81
693	746	985	24.12.2021	4,4
694	904	933	24.12.2021	3,5
695	368	933	24.12.2021	-0,24
696	380	934	24.12.2021	1,59
697	338	944	24.12.2021	-4,4
698	186	934	24.12.2021	3,65
699	544	702	24.12.2021	2,2
700	812	36	24.12.2021	4,31
701	557	978	24.12.2021	0,46
702	619	978	24.12.2021	-0,88
703	489	985	24.12.2021	2,37
704	18	933	24.12.2021	4,25
705	817	986	24.12.2021	3
706	149	156	24.12.2021	0,26
707	283	986	24.12.2021	-1,66
708	268	978	24.12.2021	3,37
709	550	975	24.12.2021	3,29
710	651	978	24.12.2021	-4,93
711	575	840	24.12.2021	-2,92
712	520	985	24.12.2021	2,78
713	347	960	24.12.2021	3,15
714	107	156	24.12.2021	-4,97
715	236	934	24.12.2021	-2,61
716	463	124	24.12.2021	-3,84
717	44	934	24.12.2021	-1,15
718	595	975	24.12.2021	2,19
719	584	975	24.12.2021	-2,55
720	170	944	24.12.2021	-4,89
721	588	208	24.12.2021	-0,6
722	142	756	24.12.2021	1,04
723	311	840	24.12.2021	-3,3
724	650	934	24.12.2021	4,41
725	513	975	24.12.2021	-1,14
726	502	944	24.12.2021	2,96
727	976	208	24.12.2021	2,67
728	646	840	24.12.2021	-2,41
729	912	985	24.12.2021	1,97
730	414	985	24.12.2021	0,21
731	211	978	24.12.2021	-0,52
732	212	960	24.12.2021	1,55
733	542	124	24.12.2021	-4,18
734	551	986	24.12.2021	-2,92
735	215	208	24.12.2021	-2,58
736	405	986	24.12.2021	-4,88
737	326	826	24.12.2021	3,51
738	532	944	24.12.2021	-1,23
739	379	985	24.12.2021	2,74
740	791	975	24.12.2021	-1,08
741	86	208	24.12.2021	1,87
742	635	826	24.12.2021	4,79
743	310	975	24.12.2021	2,37
744	500	36	24.12.2021	3,66
745	751	826	24.12.2021	1,09
746	982	36	24.12.2021	-2,38
747	869	208	24.12.2021	-4,88
748	450	756	24.12.2021	-5
749	21	934	24.12.2021	-2,74
750	289	946	24.12.2021	1,56
751	88	960	24.12.2021	-3,08
752	411	826	24.12.2021	-0,36
753	458	944	24.12.2021	0,23
754	752	208	24.12.2021	-1,09
755	792	986	24.12.2021	-1,12
756	324	156	24.12.2021	-1,11
757	399	975	24.12.2021	4,32
758	755	156	24.12.2021	-4,51
759	132	986	24.12.2021	-3,45
760	326	986	24.12.2021	0,47
761	471	36	24.12.2021	0,5
762	676	36	24.12.2021	-0,83
763	297	946	24.12.2021	-3,71
764	569	985	24.12.2021	-4,97
765	88	124	24.12.2021	3,56
766	754	156	24.12.2021	-3,52
767	387	826	24.12.2021	-3,07
768	917	934	24.12.2021	4,92
769	416	978	24.12.2021	4,27
770	220	826	24.12.2021	2,64
771	167	840	24.12.2021	3,23
772	979	960	24.12.2021	1,21
773	995	934	24.12.2021	-0,91
774	844	978	24.12.2021	-4,89
775	967	946	24.12.2021	-1,89
776	277	36	24.12.2021	-0,05
777	652	124	24.12.2021	-2,75
778	872	986	24.12.2021	1,81
779	251	840	24.12.2021	1,67
780	610	985	24.12.2021	-4,91
781	914	975	24.12.2021	-1,27
782	150	208	24.12.2021	2,21
783	723	702	24.12.2021	-2,35
784	120	960	24.12.2021	-3,18
785	706	208	24.12.2021	2,35
786	416	933	24.12.2021	3,36
787	551	124	24.12.2021	0,44
788	939	826	24.12.2021	-0,89
789	130	934	24.12.2021	3,4
790	906	208	24.12.2021	3,18
791	263	978	24.12.2021	-3,18
792	816	978	24.12.2021	-4,26
793	924	756	24.12.2021	-2,53
794	978	826	24.12.2021	-1,46
795	468	985	24.12.2021	0,27
796	28	960	24.12.2021	-2,88
797	202	826	24.12.2021	-1,27
798	885	36	24.12.2021	-4,58
799	533	985	24.12.2021	-2,06
800	518	208	24.12.2021	4,16
