660	606	131	579	277
459	611	244	490	359
221	371	327	421	200
651	297	692	241	570
568	91	218	573	477
13	214	121	62	330
401	597	569	32	185
460	685	271	272	292
172	290	442	569	360
200	519	571	161	574
581	351	45	549	663
541	77	423	22	577
23	158	226	447	425
410	322	220	219	649
649	94	43	461	382
515	419	293	307	190
77	624	491	33	653
568	283	595	227	376
647	218	368	566	436
517	677	10	301	309
53	325	474	105	351
421	380	444	35	661
108	538	629	215	381
109	670	413	323	446
102	493	590	189	426
2	662	192	512	533
183	514	356	87	566
389	318	299	525	431
51	23	22	490	480
674	549	652	645	428
329	320	236	148	128
4	1	142	553	83
297	630	289	57	167
187	268	60	174	688
383	162	66	488	236
528	490	434	244	379
28	668	295	107	201
230	224	20	362	43
252	561	556	284	641
515	290	348	7	692
646	254	635	582	343
525	274	605	188	679
74	651	519	338	28
658	96	189	136	366
343	193	322	80	682
441	330	354	3	171
476	525	565	153	681
106	212	338	121	17
327	77	553	22	540
585	672	665	162	487
559	125	674	408	502
407	662	587	532	423
528	141	117	62	245
418	342	144	529	484
66	248	478	560	5
465	196	116	532	329
29	324	430	634	492
584	652	27	18	565
556	110	240	484	158
337	590	670	47	650
321	694	27	336	231
381	560	472	201	308
590	659	668	627	432
433	448	386	227	652
525	318	602	79	596
69	231	399	150	618
253	615	328	656	382
345	568	319	547	471
644	156	403	656	573
406	320	318	415	538
423	29	367	165	652
86	59	454	286	393
610	146	571	657	586
512	609	255	297	495
252	272	411	624	191
249	276	92	628	487
534	665	507	620	661
480	411	698	32	284
146	626	68	19	383
260	521	587	521	583
291	336	641	419	573
124	472	648	28	57
504	649	52	523	420
173	687	99	494	409
122	296	695	203	596
355	352	67	360	522
686	34	667	252	645
630	52	129	238	289
617	156	62	553	108
630	10	101	571	653
5	9	628	539	693
555	664	367	410	267
82	349	241	51	165
490	336	126	85	316
171	39	550	105	577
299	336	156	496	109
182	496	399	436	236
20	683	581	329	185
107	533	180	635	167
592	407	595	368	627
529	257	8	259	92
574	74	100	475	23
531	685	608	482	672
34	182	184	661	136
616	306	635	480	46
605	191	640	258	27
130	409	3	108	122
666	458	93	235	236
610	489	250	490	683
269	244	138	656	332
483	67	546	236	394
418	564	417	514	81
581	539	336	543	621
35	534	50	42	215
254	445	120	318	385
403	504	638	650	348
184	651	260	20	163
607	1	64	559	8
369	124	31	180	325
58	576	112	584	33
690	565	276	638	9
126	281	163	125	566
563	1	114	230	239
89	69	213	587	694
595	374	508	540	570
224	108	94	386	34
297	445	335	35	488
27	281	361	327	101
286	468	488	150	649
236	126	455	480	15
365	451	355	330	221
633	135	105	470	25
345	192	514	262	537
662	119	364	341	317
551	51	295	533	221
391	251	499	187	289
470	243	603	255	168
83	162	674	473	292
570	321	459	461	697
154	680	359	288	103
644	73	377	190	604
246	379	579	573	597
42	139	314	560	183
89	272	293	258	530
258	200	624	47	106
428	482	553	92	613
624	670	236	142	227
403	559	492	115	28
604	172	257	33	114
575	419	404	131	485
373	566	511	694	314
30	93	488	544	56
190	367	137	403	234
256	340	368	361	541
630	173	615	83	329
361	373	623	237	679
262	162	275	46	209
586	422	161	37	166
276	65	150	288	529
425	144	131	63	482
190	275	43	676	254
628	219	102	349	48
382	672	662	524	385
574	363	217	237	678
578	453	399	280	91
296	577	305	345	380
585	110	448	280	364
504	19	429	301	655
364	139	617	112	474
178	488	537	73	331
321	29	199	483	164
488	236	27	405	255
389	430	547	413	699
72	164	105	168	538
143	463	625	463	688
235	328	623	496	445
57	644	621	573	398
210	691	264	467	318
288	59	294	47	574
197	376	65	61	260
505	133	471	700	333
169	388	505	80	73
637	607	559	599	402
698	626	503	226	542
258	603	252	497	157
290	263	460	566	169
46	215	524	537	422
659	553	313	56	31
310	492	417	293	176
81	552	293	609	217
676	173	93	235	334
549	354	69	583	43
166	386	657	164	21
22	520	118	389	117
89	401	376	534	549
143	263	672	467	111
494	629	159	475	565
631	148	576	414	103
154	588	181	489	652
414	562	691	205	112
424	224	104	278	312
516	484	659	219	226
17	126	676	27	29
120	515	681	244	54
380	653	543	17	413
77	21	334	521	278
659	67	228	269	310
213	315	602	175	7
554	48	630	366	559
380	136	265	146	322
396	652	696	31	430
531	344	79	481	563
153	120	354	574	329
494	274	286	136	399
405	179	34	135	501
319	8	680	490	492
126	617	613	684	572
273	488	88	596	196
264	18	195	30	553
530	0	24	53	529
392	168	642	173	403
423	638	67	409	317
281	596	579	323	401
432	610	45	278	249
30	213	511	426	304
493	631	517	514	380
121	401	601	360	655
252	481	386	535	570
379	401	603	161	375
387	166	341	395	13
133	628	472	473	81
562	516	647	91	484
2	695	449	26	157
151	327	589	225	249
370	10	694	265	20
315	396	212	368	525
341	699	338	464	386
288	188	380	403	424
112	476	0	601	101
81	205	179	155	632
461	684	378	378	402
36	700	519	83	508
592	405	100	48	408
222	675	377	151	519
98	682	133	411	540
487	333	50	274	187
343	547	658	89	375
370	96	230	182	238
197	355	373	274	125
319	388	364	591	580
279	389	48	2	128
125	624	342	338	219
68	77	90	607	617
64	344	438	66	227
499	48	668	561	250
597	347	312	565	147
608	435	400	63	109
324	478	340	363	133
634	625	13	403	434
22	143	248	17	607
612	652	395	54	443
472	243	140	291	108
119	74	135	83	663
553	368	584	17	529
166	255	584	304	600
531	297	188	577	414
555	686	559	312	441
681	505	385	346	219
121	362	90	286	93
475	26	122	301	184
628	345	214	226	439
659	677	310	49	323
303	545	52	340	650
118	480	633	238	284
167	371	25	122	213
160	678	35	35	11
399	527	227	20	128
680	138	361	113	385
26	572	513	478	321
649	455	399	79	88
592	175	585	135	66
34	332	670	36	404
162	398	463	700	330
648	209	235	260	467
597	50	523	666	549
428	407	524	102	481
284	215	129	91	312
411	143	620	696	648
122	460	189	117	31
446	192	576	399	586
179	642	69	128	687
465	669	260	619	500
9	303	441	686	407
410	98	368	211	13
303	224	243	32	172
379	476	350	247	432
30	477	508	587	469
202	121	521	384	365
427	603	646	447	569
457	452	124	527	92
144	324	121	149	356
378	293	585	72	678
47	258	211	285	361
501	579	366	547	413
620	671	645	213	138
9	59	150	622	207
176	658	404	15	585
104	361	585	138	183
228	85	3	344	433
638	129	435	626	70
130	621	99	293	321
489	682	566	201	290
473	523	389	696	238
427	81	456	580	223
600	99	629	538	510
595	10	32	640	670
140	597	616	288	549
425	51	348	202	615
218	53	170	425	504
230	106	218	174	492
556	406	144	208	680
89	474	383	648	125
454	599	106	638	53
670	203	693	453	209
629	548	60	142	674
589	350	526	580	416
526	632	383	506	7
218	552	513	438	316
314	521	643	92	290
453	36	200	363	573
158	238	631	417	413
236	655	37	594	422
33	421	102	54	40
493	60	613	429	258
405	569	22	474	185
143	464	223	275	339
142	6	324	130	634
179	426	195	371	62
43	609	114	653	386
